,phrase,label,sentiment,subjectivity,language,count
Beetle Dune,Beetle Dune,ORG,0.0,0.0,de,4
Demokraten,Demokraten,ORG,-0.26875,0.0,de,4
Real Madrid,Real Madrid,ORG,1.0,0.0,de,4
GMT,GMT,ORG,0.0,0.0,de,4
TOKIO,TOKIO,ORG,-0.38749999999999996,0.0,de,4
lnw,lnw,ORG,-0.425,0.25,de,4
Nvidia,Nvidia,ORG,0.2125,0.0,de,4
CDU,CDU,ORG,0.0,0.0,de,4
Fed,Fed,ORG,-0.08333333333333333,0.41666666666666663,de,4
Akasa Air,Akasa Air,ORG,0.175,0.0,de,4
Tsunami,Tsunami,ORG,0.0,0.0,de,4
NCS,NCS,ORG,-0.175,0.0,de,4
Jusos,Jusos,ORG,0.925,0.0,de,4
MV,MV,ORG,-0.25,0.5,de,4
bb,bb,ORG,0.11666666666666665,0.0,de,4
Microsoft,Microsoft,ORG,0.25,0.0,de,4
NBC,NBC,ORG,-0.175,0.0,de,4
UCF,UCF,ORG,-0.175,0.0,de,4
MLive.com,MLive.com,ORG,0.175,0.0,de,4
Coulson Aviation,Coulson Aviation,ORG,0.0,0.0,de,3
SYDNEY,SYDNEY,ORG,-0.6666666666666666,0.0,de,3
Küstenschutz,Küstenschutz,ORG,0.3333333333333333,0.0,de,3
TÜV,TÜV,ORG,0.0,0.0,de,3
NHC,NHC,ORG,0.0,0.0,de,3
WMO,WMO,ORG,-0.18888888888888888,0.1111111111111111,de,3
US-Grenzpolizei,US-Grenzpolizei,ORG,0.0,0.0,de,3
Aemet,Aemet,ORG,0.2333333333333333,0.0,de,3
The Associated Press,The Associated Press,ORG,0.0,0.0,de,3
Türkiye,Türkiye,ORG,0.0,0.0,de,3
ÖBB,ÖBB,ORG,0.0,0.0,de,3
mv,mv,ORG,-0.2333333333333333,0.0,de,3
Cameron Highlands,Cameron Highlands,ORG,0.0,0.3333333333333333,de,3
Washington Post,Washington Post,ORG,0.15555555555555553,0.1111111111111111,de,3
COP,COP,ORG,0.0,0.0,de,3
US-Krankenhäuser,US-Krankenhäuser,ORG,0.1333333333333333,0.0,de,3
Wildfire Service,Wildfire Service,ORG,0.0,0.0,de,3
SBA,SBA,ORG,-0.3333333333333333,0.3333333333333333,de,3
Peoples' Review,Peoples' Review,ORG,-0.2333333333333333,0.0,de,3
GeoSphere Austria,GeoSphere Austria,ORG,0.0,0.0,de,3
Forest Fire Management Victoria,Forest Fire Management Victoria,ORG,0.2333333333333333,0.0,de,3
National Center for Seismology,National Center for Seismology,ORG,-0.2333333333333333,0.0,de,3
Popular Science,Popular Science,ORG,0.3333333333333333,0.0,de,3
UN-Umweltprogramm,UN-Umweltprogramm,ORG,0.2333333333333333,0.3333333333333333,de,3
Liveticker Hessen & Frankfurt,Liveticker Hessen & Frankfurt,ORG,-0.5666666666666667,0.0,de,3
Auto,Auto,ORG,0.6666666666666666,0.0,de,3
FC Bayern,FC Bayern,ORG,0.3333333333333333,0.0,de,3
Black Friday,Black Friday,ORG,0.2333333333333333,0.0,de,3
britische Labour-Partei,britische Labour-Partei,ORG,0.6666666666666666,0.0,de,3
Zentrum,Zentrum,ORG,-0.05000000000000001,0.0,de,3
Berufsverkehr,Berufsverkehr,ORG,0.0,0.0,de,3
Taman United,Taman United,ORG,0.0,0.0,de,3
BPBD,BPBD,ORG,-0.3333333333333333,0.0,de,3
PacifiCorp,PacifiCorp,ORG,0.0,0.0,de,3
EMY,EMY,ORG,-0.5666666666666667,0.0,de,3
All Blacks,All Blacks,ORG,0.0,0.0,de,3
Republikanern,Republikanern,ORG,-0.43333333333333335,0.0,de,3
Bewohner,Bewohner,ORG,0.4666666666666666,0.0,de,3
BMKG,BMKG,ORG,0.2333333333333333,0.0,de,3
The Seattle Times,The Seattle Times,ORG,0.0,0.0,de,3
UC Berkeley,UC Berkeley,ORG,0.2333333333333333,0.0,de,3
NEWSWIRE,NEWSWIRE,ORG,0.2333333333333333,0.0,de,3
Weltbank,Weltbank,ORG,0.0,0.0,de,3
LA,LA,ORG,-0.10000000000000002,0.0,de,3
Pro…,Pro…,ORG,-0.05000000000000001,0.0,de,3
Fahrzeug-Architektur,Fahrzeug-Architektur,ORG,0.0,0.0,de,3
GLOBE NEWSWIRE,GLOBE NEWSWIRE,ORG,0.2333333333333333,0.0,de,3
NDA,NDA,ORG,0.4666666666666666,0.0,de,3
JMA,JMA,ORG,0.3333333333333333,0.0,de,3
FBI,FBI,ORG,-0.5666666666666667,0.0,de,3
Disney World,Disney World,ORG,-0.3333333333333333,0.0,de,3
Th…,Th…,ORG,0.0,0.0,de,3
Xinhua,Xinhua,ORG,-0.25,0.08333333333333333,de,3
Starkes Erdbeben vor den Philippinen,Starkes Erdbeben vor den Philippinen,ORG,0.6999999999999998,0.0,de,3
Delta Air Lines,Delta Air Lines,ORG,-0.43333333333333335,0.0,de,3
Glam-Rock-Band Kiss,Glam-Rock-Band Kiss,ORG,0.0,0.0,de,3
Inc,Inc,ORG,0.0,0.0,de,3
PUTRAJAYA,PUTRAJAYA,ORG,0.2333333333333333,0.0,de,3
Milwaukee Metal Festival,Milwaukee Metal Festival,ORG,0.0,0.0,de,2
NEW YORK,NEW YORK,ORG,0.0,0.0,de,2
Landesamt für Umwelt: Jahr,Landesamt für Umwelt: Jahr,ORG,0.0,0.0,de,2
PIX11,PIX11,ORG,0.0,0.0,de,2
National Highways Authority of India,National Highways Authority of India,ORG,0.0,0.0,de,2
Wochenbeginn +++,Wochenbeginn +++,ORG,-1.0,0.0,de,2
Tampa Bay Rays,Tampa Bay Rays,ORG,0.0,0.0,de,2
IPPAN,IPPAN,ORG,0.0,0.0,de,2
Chicago Sun-Times,Chicago Sun-Times,ORG,0.0,0.0,de,2
UN-Ziel,UN-Ziel,ORG,0.10000000000000002,0.16666666666666666,de,2
Tipps & Tools,Tipps & Tools,ORG,0.35,0.0,de,2
Ministerium für Klimakrise und Katastrophenschutz,Ministerium für Klimakrise und Katastrophenschutz,ORG,1.0,0.0,de,2
Fire & Emergency Services,Fire & Emergency Services,ORG,-0.07500000000000001,0.0,de,2
La Liga,La Liga,ORG,0.15000000000000002,0.0,de,2
NACHRICHTEN,NACHRICHTEN,ORG,0.35,0.0,de,2
Chicagoer,Chicagoer,ORG,0.0,0.0,de,2
Kommune,Kommune,ORG,0.0,0.0,de,2
"Agentur für Meteorologie, Klimatologie und Geophysik","Agentur für Meteorologie, Klimatologie und Geophysik",ORG,0.35,0.0,de,2
Como,Como,ORG,-0.85,0.0,de,2
WARNUNG,WARNUNG,ORG,0.0,0.0,de,2
State Farm,State Farm,ORG,0.0,0.0,de,2
Verkehrsclub Deutschland,Verkehrsclub Deutschland,ORG,-0.35,0.0,de,2
Sichtweiten,Sichtweiten,ORG,0.0,0.0,de,2
Dresdner Winterdienst,Dresdner Winterdienst,ORG,0.0,0.0,de,2
Südafrika Irland,Südafrika Irland,ORG,0.7,0.0,de,2
K…,K…,ORG,0.0,0.0,de,2
FOTOS,FOTOS,ORG,0.0,0.0,de,2
Ranji Trophy,Ranji Trophy,ORG,-0.5,0.0,de,2
Un…,Un…,ORG,0.0,0.0,de,2
Notfallteams,Notfallteams,ORG,-0.425,0.0,de,2
Afghanistan,Afghanistan,ORG,-0.15000000000000002,0.0,de,2
Das philippinische Institut für Vulkanologie und Seismologie,Das philippinische Institut für Vulkanologie und Seismologie,ORG,0.0,0.0,de,2
Video-Disc…,Video-Disc…,ORG,0.0,0.0,de,2
National Oceanic and Atmospheric Administration,National Oceanic and Atmospheric Administration,ORG,0.0,0.0,de,2
Morning Rundown,Morning Rundown,ORG,0.0,0.0,de,2
HETAUDA,HETAUDA,ORG,0.35,0.0,de,2
US-Luftwaffe,US-Luftwaffe,ORG,0.0,0.0,de,2
Hollywoodstars,Hollywoodstars,ORG,0.35,0.0,de,2
ROM,ROM,ORG,-0.35,0.0,de,2
sa,sa,ORG,0.0,0.0,de,2
T-Mobile,T-Mobile,ORG,-0.07500000000000001,0.0,de,2
NRW-Landesverwaltung,NRW-Landesverwaltung,ORG,0.0,0.0,de,2
abgeschnittenThe New York Times,abgeschnittenThe New York Times,ORG,-0.5,0.0,de,2
WWF,WWF,ORG,-0.35,0.0,de,2
System Verkehr,System Verkehr,ORG,-0.7,0.0,de,2
GFZ,GFZ,ORG,0.0,0.0,de,2
ntv.de,ntv.de,ORG,-0.5,0.0,de,2
Joint Venture,Joint Venture,ORG,0.0,0.0,de,2
s…,s…,ORG,0.0,0.0,de,2
Ortler-Alpen,Ortler-Alpen,ORG,0.0,0.0,de,2
italienischen Bergwacht,italienischen Bergwacht,ORG,0.0,0.0,de,2
Qatar Airways,Qatar Airways,ORG,-0.07500000000000001,0.0,de,2
Hamas,Hamas,ORG,0.0,0.0,de,2
Bund für Klimaschutz - Merz,Bund für Klimaschutz - Merz,ORG,0.0,0.0,de,2
Senat,Senat,ORG,0.0,0.0,de,2
Yale School of the Environment,Yale School of the Environment,ORG,1.0,0.0,de,2
Blue Temple,Blue Temple,ORG,0.15000000000000002,0.0,de,2
Kat…,Kat…,ORG,0.0,0.0,de,2
GTC Washington,GTC Washington,ORG,0.35,0.0,de,2
äthiopische Vulkan,äthiopische Vulkan,ORG,0.0,0.0,de,2
NDP,NDP,ORG,0.0,0.0,de,2
SCE,SCE,ORG,-0.35,0.0,de,2
CAIC,CAIC,ORG,0.0,0.0,de,2
Herbst Arbeit,Herbst Arbeit,ORG,0.0,0.0,de,2
Dune-Beleuchtungspaket,Dune-Beleuchtungspaket,ORG,0.0,0.0,de,2
vermisstCNN,vermisstCNN,ORG,-0.35,0.0,de,2
Top Ten,Top Ten,ORG,1.0,0.0,de,2
Umweltministerium am Donnerstag,Umweltministerium am Donnerstag,ORG,0.0,0.0,de,2
lno,lno,ORG,0.0,0.0,de,2
KI Sturmflutvorhersagen,KI Sturmflutvorhersagen,ORG,0.7,0.0,de,2
Jahr …,Jahr …,ORG,0.0,0.0,de,2
Die Imkerinnen und Imker,Die Imkerinnen und Imker,ORG,1.0,0.0,de,2
Pimicikamak Cree Nation,Pimicikamak Cree Nation,ORG,0.35,0.0,de,2
ausAP,ausAP,ORG,0.0,0.0,de,2
Bürgergeld Flop,Bürgergeld Flop,ORG,1.0,0.0,de,2
AEMET,AEMET,ORG,-0.35,0.0,de,2
Rente top,Rente top,ORG,1.0,0.0,de,2
Pakistan Meteorological Department,Pakistan Meteorological Department,ORG,0.0,0.0,de,2
Zentral-Ohio,Zentral-Ohio,ORG,0.0,0.0,de,2
Yahoo,Yahoo,ORG,-0.425,0.0,de,2
CO₂-Neutralität,CO₂-Neutralität,ORG,0.0,0.0,de,2
Palmetto Publishing,Palmetto Publishing,ORG,-0.1625,0.0,de,2
Deutschen Alpenverein,Deutschen Alpenverein,ORG,0.0,0.0,de,2
Alpin-Auftakt,Alpin-Auftakt,ORG,0.0,0.0,de,2
Toronto,Toronto,ORG,0.0,0.5,de,2
Polarwirbel-Frost,Polarwirbel-Frost,ORG,-0.35,0.0,de,2
Land,Land,ORG,0.0,0.0,de,2
Puncak Arabella Apartments,Puncak Arabella Apartments,ORG,0.0,0.0,de,2
AC/DC,AC/DC,ORG,0.0,0.0,de,2
Kälteste Herbst-Temperatur bundesweit,Kälteste Herbst-Temperatur bundesweit,ORG,0.0,0.0,de,2
GEORGE TOWN,GEORGE TOWN,ORG,0.0,0.0,de,2
Universal Orlando,Universal Orlando,ORG,0.35,0.0,de,2
FFMVic,FFMVic,ORG,0.35,0.0,de,2
University of Calgary,University of Calgary,ORG,0.5,0.0,de,2
Jamaika,Jamaika,ORG,0.35,0.0,de,2
US-Prognostiker,US-Prognostiker,ORG,-0.5,0.0,de,2
Ski-Star,Ski-Star,ORG,0.0,0.0,de,2
Ski-Dominators,Ski-Dominators,ORG,0.0,0.0,de,2
Ashes to Films,Ashes to Films,ORG,0.0,0.0,de,2
dpo,dpo,ORG,0.07500000000000001,0.0,de,2
PNW,PNW,ORG,0.0,0.0,de,2
herausDie New York Times,herausDie New York Times,ORG,0.7,0.0,de,2
SEREMBAN,SEREMBAN,ORG,-0.5,0.0,de,2
Berkshire Hathaway Inc,Berkshire Hathaway Inc,ORG,0.0,0.0,de,2
Sturmvorhersage für Südkalifornien,Sturmvorhersage für Südkalifornien,ORG,0.11666666666666665,0.0,de,2
Bodenfrost,Bodenfrost,ORG,0.0,0.0,de,2
Klimaziele,Klimaziele,ORG,-0.5,0.0,de,2
Elle Schneiders Haus,Elle Schneiders Haus,ORG,0.0,0.0,de,2
Bergungsarbeiten,Bergungsarbeiten,ORG,-0.8375,0.0,de,2
RI-Regierung,RI-Regierung,ORG,-0.425,0.0,de,2
College-Football-Playoffs,College-Football-Playoffs,ORG,0.0,0.0,de,2
Seattle Times,Seattle Times,ORG,0.35,0.0,de,2
GESCHICHTE,GESCHICHTE,ORG,0.0,0.0,de,2
University of Texas,University of Texas,ORG,0.0,0.0,de,2
Die Grünen,Die Grünen,ORG,0.0,0.0,de,2
DS No,DS No,ORG,0.0,0.0,de,2
Außenministerium,Außenministerium,ORG,0.35,0.0,de,2
ABC,ABC,ORG,-0.35,0.0,de,2
ICE-Einrichtung,ICE-Einrichtung,ORG,1.0,0.0,de,2
AERC,AERC,ORG,0.5,0.0,de,2
TornadoLos Angeles Times,TornadoLos Angeles Times,ORG,0.4666666666666666,0.0,de,2
ÖFB-Training,ÖFB-Training,ORG,0.0,0.0,de,2
Toyota Brasil,Toyota Brasil,ORG,-1.0,0.0,de,2
Thanksgiving-Woche,Thanksgiving-Woche,ORG,0.35,0.0,de,2
Capcom,Capcom,ORG,-0.5,0.0,de,2
Salzburg,Salzburg,ORG,0.0,0.0,de,2
The Weather Network,The Weather Network,ORG,0.0,0.0,de,2
RWE,RWE,ORG,-0.5,0.0,de,2
Kilauea,Kilauea,ORG,0.0,0.0,de,2
NASDAQ,NASDAQ,ORG,1.0,0.0,de,2
Salisbury-Ocean City,Salisbury-Ocean City,ORG,0.5,0.0,de,2
GWRS,GWRS,ORG,1.0,0.0,de,2
ICE,ICE,ORG,-0.5,0.0,de,2
UN-Flüchtlingshilfswerk,UN-Flüchtlingshilfswerk,ORG,-0.675,0.0,de,2
NT,NT,ORG,0.0,0.0,de,2
EU-Kommission,EU-Kommission,ORG,-0.5,0.0,de,2
PCG,PCG,ORG,0.0,0.0,de,2
KFF Health News,KFF Health News,ORG,-0.5,0.0,de,2
Gletscherschwund,Gletscherschwund,ORG,0.0,0.5,de,2
GO NOW“-Evakuierung für Orting,GO NOW“-Evakuierung für Orting,ORG,0.35,0.0,de,2
Fahrrad-Kontrollen,Fahrrad-Kontrollen,ORG,0.0,0.0,de,2
Cincinnati,Cincinnati,ORG,-0.5,0.0,de,2
PHOENIX,PHOENIX,ORG,0.0,0.0,de,2
Schutzbauten,Schutzbauten,ORG,-0.7,0.0,de,2
PGA,PGA,ORG,0.0,0.0,de,2
Parks Victoria,Parks Victoria,ORG,0.35,0.0,de,2
Punjab,Punjab,ORG,-0.5,0.0,de,2
Nationale Wetterdienst in,Nationale Wetterdienst in,ORG,-0.7,0.0,de,2
KAVREPALANCHOWK,KAVREPALANCHOWK,ORG,0.35,0.0,de,2
CENTCOM,CENTCOM,ORG,-0.5,0.0,de,2
Berliner Stadtreinigung,Berliner Stadtreinigung,ORG,0.0,0.0,de,2
Emissionen,Emissionen,ORG,0.0,0.0,de,2
FireAid,FireAid,ORG,-0.5,0.0,de,2
WWE,WWE,ORG,0.35,0.0,de,2
DVC,DVC,ORG,0.0,0.0,de,2
Berkshire Hathaway Energy Co.,Berkshire Hathaway Energy Co.,ORG,0.0,0.0,de,2
h…,h…,ORG,0.0,0.0,de,2
Nordostmonsun,Nordostmonsun,ORG,0.0,0.0,de,2
EZB,EZB,ORG,0.0,0.0,de,2
Berkshires PacifiCorp,Berkshires PacifiCorp,ORG,-1.0,0.0,de,2
Bundeswehr,Bundeswehr,ORG,0.35,0.0,de,2
EU Fortschritte,EU Fortschritte,ORG,0.0,0.0,de,2
Zyklon Ditwah,Zyklon Ditwah,ORG,0.35,0.0,de,2
Xcel Energy,Xcel Energy,ORG,0.35,0.0,de,2
Xcel Energy Inc,Xcel Energy Inc,ORG,0.0,0.0,de,2
AFC Toronto,AFC Toronto,ORG,0.5,0.0,de,2
Formel 1,Formel 1,ORG,0.0,0.0,de,2
CFA,CFA,ORG,0.35,0.0,de,2
Felssturz,Felssturz,ORG,0.0,0.0,de,2
Genasys Inc,Genasys Inc,ORG,0.0,0.0,de,1
Disney,Disney,ORG,1.0,0.0,de,1
Palisander-Sägemehlsubstrats,Palisander-Sägemehlsubstrats,ORG,-1.0,0.0,de,1
NYC-Bürgermeister,NYC-Bürgermeister,ORG,0.0,0.0,de,1
ASX,ASX,ORG,0.0,0.0,de,1
USD,USD,ORG,0.0,0.0,de,1
Brockovich-Gruppe,Brockovich-Gruppe,ORG,0.0,0.0,de,1
Federal Emergency Management Agency,Federal Emergency Management Agency,ORG,0.0,0.0,de,1
TikToks,TikToks,ORG,0.0,0.0,de,1
Umweltministerium am Sonntag,Umweltministerium am Sonntag,ORG,-0.7,0.0,de,1
k…,k…,ORG,0.0,0.0,de,1
Zeit des fröhlichen Lachens,Zeit des fröhlichen Lachens,ORG,1.0,0.0,de,1
Niedernhausen +++ Schnee,Niedernhausen +++ Schnee,ORG,0.0,0.0,de,1
Glatteis,Glatteis,ORG,0.0,0.0,de,1
US-Vulkan,US-Vulkan,ORG,0.0,0.0,de,1
Hessischen Bergstraße +++ Ermittlungen,Hessischen Bergstraße +++ Ermittlungen,ORG,0.0,0.0,de,1
Wiesbaden +++  Liveblog für Frankfurt,Wiesbaden +++  Liveblog für Frankfurt,ORG,0.0,0.0,de,1
Hess…,Hess…,ORG,0.0,0.0,de,1
Canadiens,Canadiens,ORG,0.0,0.0,de,1
NHL-Spiel,NHL-Spiel,ORG,0.0,0.0,de,1
Nasa,Nasa,ORG,0.0,0.0,de,1
Nordwijk,Nordwijk,ORG,0.7,0.0,de,1
BILD,BILD,ORG,0.0,0.0,de,1
National Earthquake Monitoring and Research Center,National Earthquake Monitoring and Research Center,ORG,0.0,0.0,de,1
Krampus,Krampus,ORG,0.0,0.0,de,1
Klimakonferenz,Klimakonferenz,ORG,0.0,0.0,de,1
Straßeninfrastruktur des Landes,Straßeninfrastruktur des Landes,ORG,0.0,0.0,de,1
Assam Electricity Regulatory Commission,Assam Electricity Regulatory Commission,ORG,0.0,0.0,de,1
UN-Generalsekretär,UN-Generalsekretär,ORG,-0.35,0.0,de,1
UKHSA,UKHSA,ORG,0.0,0.0,de,1
FBI-Akademie,FBI-Akademie,ORG,-0.7,0.0,de,1
The Signal,The Signal,ORG,0.0,0.0,de,1
Fr…,Fr…,ORG,0.0,0.0,de,1
Kommunistischen Partei Chinas,Kommunistischen Partei Chinas,ORG,0.0,0.0,de,1
bringtLos Angeles Times,bringtLos Angeles Times,ORG,0.7,0.0,de,1
Deutschland,Deutschland,ORG,0.0,0.0,de,1
Bonner Polizei,Bonner Polizei,ORG,-0.43333333333333335,0.0,de,1
TK frisches Gemüse,TK frisches Gemüse,ORG,0.0,0.0,de,1
YouTuber,YouTuber,ORG,-1.0,0.0,de,1
Thanksgiving-Woche für Urlaubsreisen,Thanksgiving-Woche für Urlaubsreisen,ORG,0.0,0.0,de,1
AccuWeather,AccuWeather,ORG,0.0,0.0,de,1
Lifte,Lifte,ORG,0.0,0.0,de,1
P…,P…,ORG,0.0,0.0,de,1
Energieversorger Kepco,Energieversorger Kepco,ORG,0.0,0.0,de,1
Hauli Gubbi,Hauli Gubbi,ORG,0.0,0.0,de,1
ORF-Wetterredaktion,ORF-Wetterredaktion,ORG,0.0,0.0,de,1
Schneefall…,Schneefall…,ORG,0.0,0.0,de,1
Wetterbedingungen…,Wetterbedingungen…,ORG,-0.7,0.0,de,1
BERLIN,BERLIN,ORG,0.09999999999999998,0.0,de,1
DGCA-Problemberatung,DGCA-Problemberatung,ORG,-1.0,0.0,de,1
Energieversorger,Energieversorger,ORG,0.0,0.0,de,1
KOMMENTAR,KOMMENTAR,ORG,0.0,0.0,de,1
Fridays For Future,Fridays For Future,ORG,0.0,0.0,de,1
Generaldirektion für Zivilluftfahrt,Generaldirektion für Zivilluftfahrt,ORG,-0.7,0.0,de,1
MP,MP,ORG,0.7,0.0,de,1
Äthiopiens Vulkan,Äthiopiens Vulkan,ORG,0.0,0.0,de,1
Kintail Mountain Rescue Team,Kintail Mountain Rescue Team,ORG,0.0,0.0,de,1
Dürre,Dürre,ORG,0.0,0.0,de,1
IndiGo,IndiGo,ORG,0.0,0.0,de,1
Chinas…,Chinas…,ORG,0.7,0.0,de,1
ITV-Show,ITV-Show,ORG,0.0,0.0,de,1
Disney World-Fahrgeschäfte,Disney World-Fahrgeschäfte,ORG,0.0,0.0,de,1
dpa,dpa,ORG,0.35,0.0,de,1
los!,los!,ORG,0.0,0.0,de,1
Schnee-Hexe,Schnee-Hexe,ORG,0.0,0.0,de,1
Erdgaslobby,Erdgaslobby,ORG,0.0,0.0,de,1
Thanksgiving,Thanksgiving,ORG,0.0,0.0,de,1
"Top-Updates für nationale, internationale","Top-Updates für nationale, internationale",ORG,0.7,0.0,de,1
US-Landwirte,US-Landwirte,ORG,0.3333333333333333,0.0,de,1
au…,au…,ORG,-0.7,0.0,de,1
Bewohner Alaskas,Bewohner Alaskas,ORG,0.0,0.0,de,1
